aegis_path,subsystem,aegis_lines,hermes_counterpart,hermes_lines,match_reason,parity_action
site-next/.next/dev/server/pages-manifest.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/server-reference-manifest.js,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/server/server-reference-manifest.json,site,5,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/[turbopack]_browser_dev_hmr-client_hmr-client_ts_1mojsay._.js,site,471,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/[turbopack]_browser_dev_hmr-client_hmr-client_ts_1xch-cm._.js,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/[turbopack]_browser_dev_hmr-client_hmr-client_ts_1xx01vv._.js,site,13,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/_1anvha4._.js,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/app_globals_0yg4wg8.css,site,270,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/app_layout_tsx_007e4b2._.js,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/node_modules_@swc_helpers_cjs_1r9vbqw._.js,site,49,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/node_modules_next_dist_1e9_p6y._.js,site,4548,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/node_modules_next_dist_1ybzpk2._.js,site,5910,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/node_modules_next_dist_build_polyfills_polyfill-nomodule.js,site,2,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/node_modules_next_dist_client_0r5nbpw._.js,site,15346,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/node_modules_next_dist_client_components_builtin_global-error_0zr2k9a.js,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/node_modules_next_dist_compiled_1amofcm._.js,site,2916,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/node_modules_next_dist_compiled_next-devtools_index_090k2jm.js,site,3847,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js,site,16768,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_164kp-6._.js,site,2891,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/chunks/turbopack-_01_ro95._.js,site,2236,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/development/_buildManifest.js,site,11,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/development/_clientMiddlewareManifest.js,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/static/development/_ssgManifest.js,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/types/cache-life.d.ts,site,146,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/types/routes.d.ts,site,58,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/dev/types/validator.ts,site,62,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/diagnostics/build-diagnostics.json,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/diagnostics/framework.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/diagnostics/route-bundle-stats.json,site,24,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/export-marker.json,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/fallback-build-manifest.json,site,13,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/images-manifest.json,site,68,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/next-minimal-server.js.nft.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/next-server.js.nft.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/package.json,site,1,plugins/platforms/photon/sidecar/package.json,26,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
site-next/.next/prerender-manifest.json,site,85,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/required-server-files.js,site,334,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/required-server-files.json,site,334,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/routes-manifest.json,site,63,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app-paths-manifest.json,site,5,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_global-error.html,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_global-error/page.js,site,10,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_global-error/page.js.nft.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_global-error/page/app-paths-manifest.json,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_global-error/page/build-manifest.json,site,16,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_global-error/page/next-font-manifest.json,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_global-error/page/react-loadable-manifest.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_global-error/page/server-reference-manifest.json,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_global-error/page_client-reference-manifest.js,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_not-found.html,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_not-found/page.js,site,13,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_not-found/page.js.nft.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_not-found/page/app-paths-manifest.json,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_not-found/page/build-manifest.json,site,16,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_not-found/page/next-font-manifest.json,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_not-found/page/react-loadable-manifest.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_not-found/page/server-reference-manifest.json,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/_not-found/page_client-reference-manifest.js,site,4,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/index.html,site,1,apps/bootstrap-installer/index.html,13,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
site-next/.next/server/app/page.js,site,14,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/page.js.nft.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/page/app-paths-manifest.json,site,3,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/page/build-manifest.json,site,16,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/page/next-font-manifest.json,site,6,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
site-next/.next/server/app/page/react-loadable-manifest.json,site,1,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
